뚱뚱하다,adjective,A2
뛰다,verb,A2
뛰어가다,verb,A2
뜨겁다,adjective,A2
뜨다,verb,A2
뜻,noun,A2
라디오,noun,A2
레스토랑,noun,A2
마당,noun,A2
마르다,verb,A2
마을,noun,A2
마중,noun,A2
마지막,noun,A2
마치다,verb,A2
마트,noun,A2
막걸리,noun,A2
막히다,verb,A2
만두,noun,A2
만약,noun,A2
만일,noun,A2
만지다,verb,A2
만화,noun,A2
말,noun,A2
말,unknown,A2
맞추다,verb,A2
매년,adverb,A2
매다,verb,A2
매달,adverb,A2
매우,adverb,A2
매주,adverb,A2
매표소,noun,A2
맥주,noun,A2
머리카락,noun,A2
멀리,adverb,A2
멈추다,verb,A2
멋,noun,A2
메다,verb,A2
메모,noun,A2
메시지,noun,A2
메일,noun,A2
명절,noun,A2
모기,noun,A2
모든,unknown,A2
모습,noun,A2
모시다,verb,A2
모양,noun,A2
모으다,verb,A2
모이다,verb,A2
모임,noun,A2
모자라다,verb,A2
목걸이,noun,A2
목도리,noun,A2
목소리,noun,A2
목욕,noun,A2
목적,noun,A2
못생기다,adjective,A2
무,noun,A2
무게,noun,A2
무궁화,noun,A2
무료,noun,A2
무릎,noun,A2
무섭다,adjective,A2
무척,adverb,A2
문제,noun,A2
물고기,noun,A2
물론,adverb,A2
물어보다,verb,A2
미끄러지다,verb,A2
미래,noun,A2
미리,adverb,A2
미술관,noun,A2
미역국,noun,A2
미터,unknown,A2
믿다,verb,A2
밀가루,noun,A2
밀다,verb,A2
바깥,noun,A2
바깥쪽,noun,A2
바뀌다,verb,A2
바닥,noun,A2
바닷가,noun,A2
바라다,verb,A2
바라보다,verb,A2
바르다,verb,A2
바이올린,noun,A2
박수,noun,A2
반대,noun,A2
반드시,adverb,A2
반바지,noun,A2
반지,noun,A2
반찬,noun,A2
받아쓰다,verb,A2
발가락,noun,A2
발바닥,noun,A2
밝다,adjective,A2
방금,adverb,A2
방문,noun,A2
방법,noun,A2
방송,noun,A2
방송국,noun,A2
방향,noun,A2
배,noun,A2
배달,noun,A2
배드민턴,noun,A2
배추,noun,A2
배탈,noun,A2
뱀,noun,A2
버릇,noun,A2
